Players_1,Players_2,Players_3,Players_4,Players_5,Players_6,Players_7,Players_8,Players_9,Players_10,Players_11,Players_12
GM Hamilton,RR Watson,MQ Sheikh,CJO Smith,DF Watts,NFI McCallum,RD Berrington,RM Haq,JAR Blain,GD Drummond,JD Nel,WTS Porterfield
H Masakadza,C Zhuwao,CJ Chibhabha,T Taibu,S Matsikenyeri,E Chigumbura,KM Dabengwa,T Maruma,P Utseya,CB Mpofu,RW Price,WTS Porterfield
Salman Butt,Nasir Jamshed,Younis Khan,Mohammad Yousuf,Shoaib Malik,Misbah-ul-Haq,Shahid Afridi,Sohail Tanvir,Samiullah Khan,Iftikhar Anjum,0,V Sibanda
V Sibanda,H Masakadza,CJ Chibhabha,T Taibu,BRM Taylor,E Chigumbura,SC Williams,S Matsikenyeri,P Utseya,GB Brent,RW Price,Salman Butt
Salman Butt,Nasir Jamshed,Younis Khan,Mohammad Yousuf,Shoaib Malik,Misbah-ul-Haq,Shahid Afridi,Kamran Akmal,Kamran Hussain,Sohail Tanvir,Yasir Arafat,V Sibanda
V Sibanda,H Masakadza,SC Williams,T Taibu,BRM Taylor,CJ Chibhabha,E Chigumbura,KM Dabengwa,GB Brent,RW Price,CB Mpofu,Nasir Jamshed
V Sibanda,H Masakadza,SC Williams,T Taibu,BRM Taylor,CJ Chibhabha,E Chigumbura,KM Dabengwa,GB Brent,RW Price,CB Mpofu,Nasir Jamshed
Tamim Iqbal,Nazimuddin,Mohammad Ashraful,Raqibul Hasan,Alok Kapali,Mashrafe Mortaza,Mahmudullah,Mushfiqur Rahim,Dolar Mahmud,Shahadat Hossain,Abdur Razzak,Amjad Javed
Salman Butt,Younis Khan,Shoaib Malik,Mohammad Yousuf,Misbah-ul-Haq,Fawad Alam,Shahid Afridi,Sarfraz Ahmed,Sohail Tanvir,Umar Gul,Iftikhar Anjum,Tabarak Dar
ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,CK Kapugedera,LPC Silva,TM Dilshan,WPUJC Vaas,KMDN Kulasekara,BAW Mendis,M Muralitharan,CRD Fernando,Tamim Iqbal
G Gambhir,V Sehwag,RG Sharma,MS Dhoni,SK Raina,RV Uthappa,P Kumar,RP Singh,MS Gony,PP Chawla,YK Pathan,Tabarak Dar
KC Sangakkara,ML Udawatte,DPMD Jayawardene,CK Kapugedera,LPC Silva,TM Dilshan,K Weeraratne,T Thushara,KMDN Kulasekara,BAW Mendis,CRD Fernando,Amjad Ali
Salman Butt,Shoaib Malik,Younis Khan,Mohammad Yousuf,Misbah-ul-Haq,Shahid Afridi,Sohail Tanvir,Umar Gul,Iftikhar Anjum,Fawad Alam,0,G Gambhir
ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,CK Kapugedera,LPC Silva,TM Dilshan,WPUJC Vaas,T Thushara,KMDN Kulasekara,BAW Mendis,M Muralitharan,Tamim Iqbal
G Gambhir,V Sehwag,SK Raina,Yuvraj Singh,MS Dhoni,RG Sharma,YK Pathan,IK Pathan,P Kumar,I Sharma,PP Chawla,Salman Butt
ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,CK Kapugedera,LPC Silva,TM Dilshan,K Weeraratne,T Thushara,KMDN Kulasekara,M Muralitharan,CRD Fernando,G Gambhir
Tamim Iqbal,Nazimuddin,Mohammad Ashraful,Raqibul Hasan,Mushfiqur Rahim,Alok Kapali,Mahmudullah,Farhad Reza,Mashrafe Mortaza,Abdur Razzak,Shahadat Hossain,Salman Butt
ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,CK Kapugedera,LPC Silva,TM Dilshan,WPUJC Vaas,KMDN Kulasekara,T Thushara,BAW Mendis,M Muralitharan,G Gambhir
K Goel,JR Hopes,KC Sangakkara,DPMD Jayawardene,Yuvraj Singh,IK Pathan,S Sohal,B Lee,PP Chawla,WA Mota,S Sreesanth,M Kaif
AC Gilchrist,Y Venugopal Rao,VVS Laxman,A Symonds,RG Sharma,Shahid Afridi,SB Bangar,AS Yadav,WPUJC Vaas,RP Singh,PP Ojha,G Gambhir
AC Gilchrist,VVS Laxman,Shahid Afridi,A Symonds,RG Sharma,AS Yadav,WPUJC Vaas,RP Singh,PP Ojha,D Kalyankrishna,0,Kamran Akmal
S Chanderpaul,R Dravid,LRPL Taylor,JH Kallis,V Kohli,MV Boucher,P Kumar,SB Joshi,Z Khan,R Vinay Kumar,A Kumble,GC Smith
SC Ganguly,BB McCullum,RT Ponting,WP Saha,DJ Hussey,Mohammad Hafeez,LR Shukla,AB Agarkar,M Kartik,I Sharma,AB Dinda,PA Patel
BB McCullum,SC Ganguly,RT Ponting,DB Das,DJ Hussey,Mohammad Hafeez,AB Agarkar,LR Shukla,M Kartik,I Sharma,AB Dinda,AM Rahane
GC Smith,SA Asnodkar,M Kaif,YK Pathan,SR Watson,RA Jadeja,SK Warne,Sohail Tanvir,M Rawat,SK Trivedi,MM Patel,Salman Butt
AC Gilchrist,HH Gibbs,SB Styris,RG Sharma,Shahid Afridi,SB Bangar,DB Ravi Teja,Y Venugopal Rao,RP Singh,PP Ojha,DP Vijaykumar,GC Smith
J Arunkumar,V Kohli,Misbah-ul-Haq,R Dravid,CL White,MV Boucher,P Kumar,R Vinay Kumar,Z Khan,A Kumble,DW Steyn,SE Marsh
S Vidyut,SP Fleming,SK Raina,S Badrinath,CK Kapugedera,MS Dhoni,JA Morkel,MS Gony,L Balaji,Joginder Sharma,M Muralitharan,ST Jayasuriya
SE Marsh,JR Hopes,Yuvraj Singh,LA Pomersbach,IK Pathan,S Sreesanth,RR Powar,VRV Singh,PP Chawla,0,0,M Kaif
SE Marsh,JR Hopes,LA Pomersbach,Yuvraj Singh,DPMD Jayawardene,IK Pathan,S Sreesanth,VRV Singh,PP Chawla,0,0,ST Jayasuriya
ST Jayasuriya,SR Tendulkar,AM Nayar,RV Uthappa,DR Smith,SM Pollock,MK Pandey,YV Takawale,RR Raje,A Nehra,CRD Fernando,Kamran Akmal
SE Marsh,JR Hopes,MJ Clarke,MEK Hussey,DJ Hussey,BJ Haddin,CL White,MG Johnson,B Geeves,NW Bracken,SR Clark,Tamim Iqbal
Tamim Iqbal,Junaid Siddique,Mehrab Hossain jnr,Mohammad Ashraful,Shakib Al Hasan,Alok Kapali,Dhiman Ghosh,Abdur Razzak,Mashrafe Mortaza,Nazmul Hossain,Shahadat Hossain,SE Marsh
SE Marsh,SR Watson,MJ Clarke,MEK Hussey,DJ Hussey,BJ Haddin,CL White,NW Bracken,SR Clark,MG Johnson,JR Hopes,Tamim Iqbal
G Gambhir,SK Raina,V Kohli,Yuvraj Singh,RG Sharma,MS Dhoni,IK Pathan,Harbhajan Singh,Z Khan,PP Ojha,MM Patel,ST Jayasuriya
ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,CK Kapugedera,LPC Silva,TM Dilshan,KMDN Kulasekara,T Thushara,CRD Fernando,BAW Mendis,M Muralitharan,IK Pathan
V Kohli,G Gambhir,SK Raina,Yuvraj Singh,S Badrinath,MS Dhoni,RG Sharma,Harbhajan Singh,Z Khan,P Kumar,MM Patel,ST Jayasuriya
ST Jayasuriya,SM Warnapura,ML Udawatte,KC Sangakkara,DPMD Jayawardene,CK Kapugedera,J Mubarak,T Thushara,KMDN Kulasekara,CRD Fernando,BAW Mendis,V Kohli
Salman Butt,Nasir Jamshed,Younis Khan,Mohammad Yousuf,Shoaib Malik,Misbah-ul-Haq,Shahid Afridi,Umar Gul,Sohail Tanvir,Iftikhar Anjum,0,Tamim Iqbal
Tamim Iqbal,Shahriar Nafees,Aftab Ahmed,Mohammad Ashraful,Shakib Al Hasan,Mahmudullah,Farhad Reza,Dhiman Ghosh,Mashrafe Mortaza,Abdur Razzak,Syed Rasel,Salman Butt
Salman Butt,Kamran Akmal,Bazid Khan,Mohammad Yousuf,Shahid Afridi,Shoaib Malik,Misbah-ul-Haq,Sohail Tanvir,Fawad Alam,Iftikhar Anjum,Sohail Khan,Tamim Iqbal
Tamim Iqbal,Junaid Siddique,Aftab Ahmed,Mohammad Ashraful,Shakib Al Hasan,Mahmudullah,Farhad Reza,Dhiman Ghosh,Abdur Razzak,Mashrafe Mortaza,Shahadat Hossain,Salman Butt
Salman Butt,Kamran Akmal,Younis Khan,Mohammad Yousuf,Shoaib Malik,Shahid Afridi,Misbah-ul-Haq,Naumanullah,Wahab Riaz,Mohammad Asif,Umar Gul,Tamim Iqbal
Salman Butt,Kamran Akmal,Mohammad Yousuf,Shahid Afridi,Shoaib Malik,Misbah-ul-Haq,Fawad Alam,Sohail Tanvir,Umar Gul,Wahab Riaz,Younis Khan,Tamim Iqbal
G Gambhir,V Sehwag,Yuvraj Singh,YK Pathan,RG Sharma,MS Dhoni,SK Raina,IK Pathan,P Kumar,PP Chawla,I Sharma,Salman Butt
Tamim Iqbal,Mohammad Ashraful,Shahriar Nafees,Raqibul Hasan,Mushfiqur Rahim,Alok Kapali,Mahmudullah,Farhad Reza,Mashrafe Mortaza,Abdur Razzak,Dolar Mahmud,G Gambhir
Salman Butt,Kamran Akmal,Younis Khan,Misbah-ul-Haq,Shahid Afridi,Shoaib Malik,Umar Gul,Sohail Tanvir,Iftikhar Anjum,Fawad Alam,0,G Gambhir
SR Watson,TD Paine,CL White,MJ Clarke,CJ Ferguson,MEK Hussey,JR Hopes,B Lee,NW Bracken,MG Johnson,NM Hauritz,AJ Strauss
SR Watson,TD Paine,CL White,MJ Clarke,CJ Ferguson,MEK Hussey,JR Hopes,MG Johnson,B Lee,NM Hauritz,NW Bracken,AJ Strauss
AJ Strauss,RS Bopara,MJ Prior,OA Shah,PD Collingwood,EJG Morgan,LJ Wright,TT Bresnan,GP Swann,RJ Sidebottom,JM Anderson,SR Watson
AJ Strauss,JL Denly,RS Bopara,MJ Prior,OA Shah,EJG Morgan,LJ Wright,SCJ Broad,AU Rashid,TT Bresnan,RJ Sidebottom,SR Watson
SR Watson,TD Paine,RT Ponting,MEK Hussey,CJ Ferguson,CL White,JR Hopes,B Lee,NM Hauritz,PM Siddle,NW Bracken,AJ Strauss
SR Watson,RT Ponting,TD Paine,MJ Clarke,MEK Hussey,CL White,JR Hopes,MG Johnson,B Lee,NM Hauritz,BW Hilfenhaus,AJ Strauss
HM Amla,JL Ontong,JH Kallis,AB de Villiers,JP Duminy,MV Boucher,JA Morkel,J Botha,J Louw,M Morkel,DW Steyn,Tamim Iqbal
BJ Haddin,MJ Clarke,RT Ponting,DJ Hussey,MEK Hussey,CJ Ferguson,JR Hopes,MG Johnson,NM Hauritz,NW Bracken,B Laughlin,HM Amla
BJ Haddin,MJ Clarke,RT Ponting,DJ Hussey,MEK Hussey,JR Hopes,CJ Ferguson,MG Johnson,NM Hauritz,NW Bracken,B Laughlin,GC Smith
HH Gibbs,GC Smith,JH Kallis,AB de Villiers,JP Duminy,JA Morkel,MV Boucher,RE van der Merwe,DW Steyn,WD Parnell,J Botha,BJ Haddin
GC Smith,HH Gibbs,JH Kallis,AB de Villiers,JA Morkel,MV Boucher,JP Duminy,DW Steyn,WD Parnell,J Botha,RE van der Merwe,BJ Haddin
BJ Haddin,MJ Clarke,RT Ponting,CJ Ferguson,MEK Hussey,DJ Hussey,JR Hopes,MG Johnson,NM Hauritz,NW Bracken,B Laughlin,HH Gibbs
SE Marsh,MEK Hussey,RT Ponting,MJ Clarke,DJ Hussey,CL White,BJ Haddin,JR Hopes,NW Bracken,BW Hilfenhaus,SW Tait,HH Gibbs
SE Marsh,DA Warner,RT Ponting,MEK Hussey,DJ Hussey,CL White,BJ Haddin,JR Hopes,RJ Harris,NW Bracken,BW Hilfenhaus,HH Gibbs
SE Marsh,DA Warner,RT Ponting,MEK Hussey,DJ Hussey,BJ Haddin,JR Hopes,MG Johnson,NM Hauritz,NW Bracken,SW Tait,HM Amla
SE Marsh,DA Warner,RT Ponting,MEK Hussey,DJ Hussey,BJ Haddin,CL White,JR Hopes,MG Johnson,BW Hilfenhaus,SW Tait,HM Amla
HM Amla,HH Gibbs,ND McKenzie,AB de Villiers,JP Duminy,JA Morkel,VB van Jaarsveld,J Botha,M Morkel,LL Tsotsobe,WD Parnell,SE Marsh
SE Marsh,DA Warner,RT Ponting,MJ Clarke,DJ Hussey,MEK Hussey,BJ Haddin,JR Hopes,MG Johnson,NW Bracken,SW Tait,BB McCullum
DA Warner,MJ Clarke,BJ Haddin,DJ Hussey,MEK Hussey,CL White,CJ Ferguson,NW Bracken,BW Hilfenhaus,MG Johnson,JR Hopes,BB McCullum
BJ Haddin,MJ Clarke,RT Ponting,DJ Hussey,CL White,MEK Hussey,CJ Ferguson,JR Hopes,MG Johnson,NW Bracken,BW Hilfenhaus,MJ Guptill
BB McCullum,MJ Guptill,PG Fulton,LRPL Taylor,GD Elliott,CD Cumming,NT Broom,KD Mills,DL Vettori,TG Southee,IE O'Brien,BJ Haddin
JR Hopes,BJ Haddin,RT Ponting,DJ Hussey,MEK Hussey,CJ Ferguson,BW Hilfenhaus,NW Bracken,MG Johnson,PM Siddle,0,BB McCullum
DA Warner,BJ Haddin,CJ Ferguson,DJ Hussey,AC Voges,CL White,JR Hopes,MC Henriques,PM Siddle,NW Bracken,BW Hilfenhaus,BB McCullum
AJ Strauss,RS Bopara,KP Pietersen,OA Shah,PD Collingwood,AD Mascarenhas,MJ Prior,SCJ Broad,GJ Batty,JM Anderson,SJ Harmison,CH Gayle
CH Gayle,LMP Simmons,RR Sarwan,S Chanderpaul,KA Pollard,DJ Bravo,D Ramdin,DJG Sammy,NO Miller,FH Edwards,LS Baker,AJ Strauss
AJ Strauss,RS Bopara,OA Shah,KP Pietersen,PD Collingwood,A Flintoff,MJ Prior,AD Mascarenhas,SCJ Broad,GJ Batty,JM Anderson,CH Gayle
CH Gayle,LMP Simmons,RR Sarwan,S Chanderpaul,D Ramdin,DJ Bravo,KA Pollard,DJG Sammy,NO Miller,FH Edwards,LS Baker,AJ Strauss
AJ Strauss,RS Bopara,KP Pietersen,OA Shah,PD Collingwood,A Flintoff,MJ Prior,JM Anderson,SCJ Broad,SJ Harmison,AD Mascarenhas,CH Gayle
RS Bopara,LJ Wright,OA Shah,EJG Morgan,PD Collingwood,RWT Key,JS Foster,JM Anderson,RJ Sidebottom,SCJ Broad,AU Rashid,AN Kervezee
SR Watson,RT Ponting,MJ Clarke,DA Warner,BJ Haddin,DJ Hussey,MEK Hussey,MG Johnson,B Lee,NW Bracken,JR Hopes,CH Gayle
G Gambhir,RG Sharma,MS Dhoni,Yuvraj Singh,SK Raina,YK Pathan,IK Pathan,Z Khan,I Sharma,Harbhajan Singh,PP Ojha,Tamim Iqbal
RS Bopara,LJ Wright,KP Pietersen,AD Mascarenhas,OA Shah,PD Collingwood,JS Foster,GP Swann,SCJ Broad,JM Anderson,RJ Sidebottom,G Gambhir
TM Dilshan,ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,LPC Silva,J Mubarak,AD Mathews,I Udana,SL Malinga,BAW Mendis,M Muralitharan,CH Gayle
AA Deshpande,Anjum Chopra,MDT Kamini,M Raj,R Dhar,P Roy,SK Naidu,J Goswami,H Kaur,A Sharma,G Sultana,SJ Taylor
HH Gibbs,HM Amla,JH Kallis,AB de Villiers,JP Duminy,JL Ontong,MV Boucher,JA Morkel,J Botha,M Zondeki,M Morkel,MA Ouma
G Gambhir,V Sehwag,SK Raina,Yuvraj Singh,YK Pathan,MS Dhoni,RG Sharma,Z Khan,MM Patel,RP Singh,Harbhajan Singh,IR Bell
G Gambhir,V Sehwag,SK Raina,RG Sharma,Yuvraj Singh,MS Dhoni,YK Pathan,Harbhajan Singh,Z Khan,RP Singh,MM Patel,IR Bell
RS Bopara,IR Bell,KP Pietersen,PD Collingwood,A Flintoff,OA Shah,SR Patel,MJ Prior,SCJ Broad,GP Swann,JM Anderson,G Gambhir
V Sehwag,SR Tendulkar,G Gambhir,Yuvraj Singh,MS Dhoni,YK Pathan,Z Khan,MM Patel,I Sharma,Harbhajan Singh,0,RS Bopara
RS Bopara,AN Cook,KP Pietersen,PD Collingwood,A Flintoff,OA Shah,SJ Harmison,SCJ Broad,SR Patel,GP Swann,0,V Sehwag
V Kohli,G Gambhir,Yuvraj Singh,SK Raina,MS Dhoni,RG Sharma,S Badrinath,Harbhajan Singh,P Kumar,MM Patel,Z Khan,ST Jayasuriya
V Sehwag,SR Tendulkar,MS Dhoni,Yuvraj Singh,SK Raina,YK Pathan,Z Khan,P Kumar,MM Patel,Harbhajan Singh,0,JD Ryder
JD Ryder,BB McCullum,LRPL Taylor,MJ Guptill,JDP Oram,PD McGlashan,GD Elliott,KD Mills,EP Thompson,IE O'Brien,DL Vettori,G Gambhir
G Gambhir,V Sehwag,SK Raina,RG Sharma,Yuvraj Singh,MS Dhoni,YK Pathan,Harbhajan Singh,Z Khan,P Kumar,I Sharma,JD Ryder
V Sehwag,SR Tendulkar,G Gambhir,Yuvraj Singh,MS Dhoni,SK Raina,YK Pathan,Z Khan,P Kumar,MM Patel,Harbhajan Singh,JD Ryder
CH Gayle,XM Marshall,RR Sarwan,S Chanderpaul,SE Findlay,D Ramdin,KA Pollard,JE Taylor,DBL Powell,NO Miller,FH Edwards,JD Ryder
CH Gayle,S Chattergoon,RR Sarwan,S Chanderpaul,XM Marshall,CS Baugh,BP Nash,JE Taylor,DBL Powell,NO Miller,LS Baker,Salman Butt
Salman Butt,Khurram Manzoor,Misbah-ul-Haq,Younis Khan,Shoaib Malik,Kamran Akmal,Shahid Afridi,Sohail Tanvir,Iftikhar Anjum,Umar Gul,Saeed Ajmal,CH Gayle
H Masakadza,V Sibanda,CJ Chibhabha,T Taibu,S Matsikenyeri,E Chigumbura,T Maruma,P Utseya,RW Price,T Mupariwa,CB Mpofu,WU Tharanga
H Masakadza,V Sibanda,CJ Chibhabha,T Taibu,S Matsikenyeri,E Chigumbura,SC Williams,P Utseya,RW Price,T Mupariwa,CB Mpofu,WU Tharanga
WU Tharanga,ML Udawatte,KC Sangakkara,DPMD Jayawardene,CK Kapugedera,J Mubarak,MF Maharoof,T Thushara,KMDN Kulasekara,BAW Mendis,M Muralitharan,H Masakadza
WU Tharanga,DPMD Jayawardene,KC Sangakkara,CK Kapugedera,SHT Kandamby,J Mubarak,AD Mathews,KMDN Kulasekara,M Muralitharan,BAW Mendis,CRD Fernando,H Masakadza
KD Karthik,G Gambhir,RG Sharma,Yuvraj Singh,MS Dhoni,RA Jadeja,YK Pathan,Harbhajan Singh,RP Singh,A Nehra,I Sharma,CH Gayle
KD Karthik,RG Sharma,G Gambhir,Yuvraj Singh,MS Dhoni,YK Pathan,RA Jadeja,Harbhajan Singh,P Kumar,RP Singh,A Nehra,CH Gayle
CH Gayle,RS Morton,RR Sarwan,S Chanderpaul,DJ Bravo,DM Bravo,D Ramdin,JE Taylor,R Rampaul,DE Bernard,SJ Benn,KD Karthik
WU Tharanga,KC Sangakkara,ST Jayasuriya,DPMD Jayawardene,CK Kapugedera,J Mubarak,AD Mathews,KMDN Kulasekara,T Thushara,M Muralitharan,BAW Mendis,Tamim Iqbal
V Sibanda,S Matsikenyeri,H Masakadza,T Taibu,SC Williams,P Utseya,E Chigumbura,KM Dabengwa,RW Price,EC Rainsford,CB Mpofu,Tamim Iqbal
CH Gayle,LMP Simmons,RR Sarwan,S Chanderpaul,DJ Bravo,D Ramdin,KA Pollard,JE Taylor,DJG Sammy,SJ Benn,R Rampaul,AJ Strauss
RS Bopara,JL Denly,IJL Trott,MJ Prior,PD Collingwood,OA Shah,LJ Wright,AU Rashid,GP Swann,TT Bresnan,RJ Sidebottom,WTS Porterfield
S Nitschke,LC Sthalekar,LJ Poulton,KL Rolton,JM Fields,AJ Blackwell,EA Perry,LK Ebsary,RM Farrell,EA Osborne,SJ Andrews,SJ Taylor
SR Waters,AA Obanda,KO Otieno,SO Tikolo,MA Ouma,JK Kamande,CO Obuya,RR Patel,RL Bhudia,NN Odhiambo,PJ Ongondo,H Masakadza
TM Dilshan,ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,CK Kapugedera,J Mubarak,MF Maharoof,T Thushara,KMDN Kulasekara,M Muralitharan,BAW Mendis,Khurram Manzoor
TM Dilshan,ST Jayasuriya,KC Sangakkara,SHT Kandamby,DPMD Jayawardene,CK Kapugedera,MF Maharoof,T Thushara,M Muralitharan,KMDN Kulasekara,BAW Mendis,Khurram Manzoor
TM Dilshan,ST Jayasuriya,KC Sangakkara,SHT Kandamby,DPMD Jayawardene,CK Kapugedera,MF Maharoof,KMDN Kulasekara,T Thushara,BAW Mendis,M Muralitharan,Khurram Manzoor
TM Dilshan,KC Sangakkara,ST Jayasuriya,SHT Kandamby,MF Maharoof,DPMD Jayawardene,CK Kapugedera,T Thushara,KMDN Kulasekara,BAW Mendis,M Muralitharan,G Gambhir
V Sehwag,SR Tendulkar,G Gambhir,Yuvraj Singh,SK Raina,MS Dhoni,YK Pathan,Z Khan,P Kumar,PP Ojha,I Sharma,TM Dilshan
V Sehwag,SR Tendulkar,G Gambhir,Yuvraj Singh,MS Dhoni,SK Raina,YK Pathan,Z Khan,P Kumar,I Sharma,PP Ojha,TM Dilshan
V Sehwag,G Gambhir,MS Dhoni,Yuvraj Singh,YK Pathan,SK Raina,RG Sharma,P Kumar,IK Pathan,I Sharma,PP Ojha,TM Dilshan
TM Dilshan,ST Jayasuriya,KC Sangakkara,SHT Kandamby,DPMD Jayawardene,CK Kapugedera,T Thushara,MF Maharoof,KMDN Kulasekara,M Muralitharan,BAW Mendis,G Gambhir
HM Amla,GC Smith,AB de Villiers,JP Duminy,AN Petersen,R McLaren,JA Morkel,MV Boucher,RE van der Merwe,DW Steyn,CK Langeveldt,IJL Trott
HM Amla,GC Smith,AB de Villiers,JP Duminy,AN Petersen,MV Boucher,R McLaren,DW Steyn,WD Parnell,M Morkel,RE van der Merwe,AJ Strauss
HM Amla,GC Smith,AB de Villiers,JP Duminy,AN Petersen,MV Boucher,R McLaren,J Botha,WD Parnell,M Morkel,CK Langeveldt,IJL Trott
GM Hamilton,RR Watson,KJ Coetzer,NS Poonia,CJO Smith,NFI McCallum,CM Wright,MM Iqbal,JH Stander,JD Nel,CS MacLeod,WTS Porterfield
JM Davison,GEF Barnett,Rizwan Cheema,IS Billcliff,A Bagai,S Dhaniram,S Jyoti,U Bhatti,Khurram Chohan,H Osinde,E Katchay,GM Hamilton
Noor Ali Zadran,Karim Sadiq,Mohammad Nabi,Nawroz Mangal,Asghar Stanikzai,Raees Ahmadzai,Samiullah Shenwari,Hasti Gul,Khaliq Dad,Hamid Hassan,Dawlat Ahmadzai,GM Hamilton
JD Ryder,LRPL Taylor,KP Pietersen,RV Uthappa,R Dravid,V Kohli,B Akhil,P Kumar,R Vinay Kumar,DW Steyn,A Kumble,GC Smith
PA Patel,ML Hayden,SK Raina,MS Dhoni,A Flintoff,JA Morkel,MS Gony,L Balaji,M Muralitharan,Joginder Sharma,0,P Kumar
RS Bopara,K Goel,IK Pathan,KC Sangakkara,Yuvraj Singh,DPMD Jayawardene,T Kohli,PP Chawla,YA Abdulla,VS Malik,0,BB McCullum
JH Kallis,KP Pietersen,RV Uthappa,LRPL Taylor,V Kohli,MV Boucher,B Akhil,Pankaj Singh,R Vinay Kumar,A Kumble,KP Appanna,G Gambhir
RS Bopara,KC Sangakkara,Yuvraj Singh,DPMD Jayawardene,IK Pathan,PP Chawla,WA Mota,K Goel,RR Powar,YA Abdulla,VRV Singh,SA Asnodkar
PA Patel,SK Raina,ML Hayden,MS Dhoni,JDP Oram,JA Morkel,S Badrinath,MS Gony,L Balaji,M Muralitharan,Joginder Sharma,AC Gilchrist
JD Ryder,R Bishnoi,SP Goswami,JH Kallis,RV Uthappa,V Kohli,MV Boucher,RE van der Merwe,P Kumar,A Kumble,KP Appanna,Yuvraj Singh
ST Jayasuriya,SR Tendulkar,AM Rahane,JP Duminy,DJ Bravo,AM Nayar,Z Khan,SL Malinga,Harbhajan Singh,0,0,JH Kallis
M Vijay,ML Hayden,MS Dhoni,SK Raina,JA Morkel,S Tyagi,L Balaji,SB Jakati,M Muralitharan,0,0,AC Gilchrist
AC Gilchrist,HH Gibbs,TL Suman,RG Sharma,A Symonds,Y Venugopal Rao,RJ Harris,RP Singh,Shoaib Ahmed,PP Ojha,0,S Sohal
GC Smith,NV Ojha,SA Asnodkar,RA Jadeja,YK Pathan,LA Carseldine,AS Raut,SK Warne,SM Harwood,A Singh,SK Trivedi,M Vijay
ST Jayasuriya,SR Tendulkar,AM Rahane,JP Duminy,DS Kulkarni,SL Malinga,DJ Bravo,C Nanda,Harbhajan Singh,0,0,JH Kallis
BB McCullum,SC Ganguly,AN Ghosh,DJ Hussey,AD Mathews,WP Saha,I Sharma,BAW Mendis,AB Agarkar,M Kartik,0,JD Ryder
S Sohal,SM Katich,IK Pathan,KC Sangakkara,Yuvraj Singh,WA Mota,K Goel,LA Pomersbach,B Lee,S Sreesanth,PP Chawla,ST Jayasuriya
G Gambhir,DA Warner,TM Dilshan,AB de Villiers,V Sehwag,KD Karthik,R Bhatia,A Mishra,PJ Sangwan,A Nehra,DP Nannes,TL Suman
S Sohal,SM Katich,LA Pomersbach,Yuvraj Singh,KC Sangakkara,WA Mota,IK Pathan,B Lee,PP Chawla,S Sreesanth,RR Powar,AC Gilchrist
PA Patel,GJ Bailey,SK Raina,MS Dhoni,JA Morkel,S Tyagi,M Muralitharan,SB Jakati,L Balaji,0,0,BB McCullum
ST Jayasuriya,JP Duminy,SR Tendulkar,Mohammad Ashraful,AM Rahane,AM Nayar,PR Shah,Harbhajan Singh,SL Malinga,DS Kulkarni,RA Shaikh,G Gambhir
G Gambhir,DA Warner,V Sehwag,TM Dilshan,AB de Villiers,KD Karthik,R Bhatia,A Mishra,PJ Sangwan,DP Nannes,A Nehra,AC Gilchrist
SE Marsh,BJ Haddin,SR Watson,MJ Clarke,A Symonds,CJ Ferguson,NM Hauritz,JR Hopes,NW Bracken,SR Clark,BW Hilfenhaus,Salman Butt
Salman Butt,Ahmed Shehzad,Younis Khan,Shoaib Malik,Misbah-ul-Haq,Shahid Afridi,Kamran Akmal,Umar Gul,Shoaib Akhtar,Saeed Ajmal,Iftikhar Anjum,BJ Haddin
JR Hopes,BJ Haddin,SR Watson,MJ Clarke,A Symonds,CJ Ferguson,DJ Hussey,NM Hauritz,NW Bracken,BW Hilfenhaus,SR Clark,Salman Butt
Salman Butt,Younis Khan,Ahmed Shehzad,Misbah-ul-Haq,Shoaib Malik,Shahid Afridi,Kamran Akmal,Yasir Arafat,Sohail Tanvir,Shoaib Akhtar,Saeed Ajmal,SR Watson
SR Watson,BJ Haddin,MJ North,MJ Clarke,A Symonds,CJ Ferguson,DE Bollinger,BW Hilfenhaus,B Laughlin,NM Hauritz,JR Hopes,Ahmed Shehzad
Tamim Iqbal,Mohammad Ashraful,Junaid Siddique,Raqibul Hasan,Shakib Al Hasan,Mushfiqur Rahim,Mahmudullah,Naeem Islam,Abdur Razzak,Syed Rasel,Rubel Hossain,DM Richards
DM Richards,ADS Fletcher,DS Smith,TM Dowlin,FL Reifer,DE Bernard,RN Lewis,DJG Sammy,KAJ Roach,GC Tonge,DC Thomas,Tamim Iqbal
KOA Powell,DS Smith,ADS Fletcher,TM Dowlin,FL Reifer,DE Bernard,DJG Sammy,DC Thomas,NO Miller,KAJ Roach,GC Tonge,Tamim Iqbal
Tamim Iqbal,Junaid Siddique,Mohammad Ashraful,Naeem Islam,Shakib Al Hasan,Mushfiqur Rahim,Mahmudullah,Raqibul Hasan,Mehrab Hossain jnr,Nazmul Hossain,Rubel Hossain,DM Richards
WU Tharanga,ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,CK Kapugedera,TT Samaraweera,AD Mathews,KMDN Kulasekara,M Muralitharan,T Thushara,SL Malinga,Kamran Akmal
